1001841	74351,40958,4971,39292,38534,40896,5961,3761
1003588	6026,73450,1299,6047,3400,4350,5164,6021,4769,6017,32550,6477,40931,3956,38677,3819,39038,75726,73327,68871,4994,2099,75550,5951,4651,4649,4548,39483,33016,2793
100507	9993227,2794,43101,2531,45256,6044,2793,40159,6023,45255,5963,40960,69545,41244,73329,6221,65457,39839,63626,39466
1005825	5120,3224,6891,6029,1010114940,4660,39304,6008,4519,9994652,6399,2793,69328,46409,2794,40086,6017,4110,2783,80354,6393,4861,39038,39188,6023,1731,38756,38822,39488,7306
1007606	17242,3546,1706,4909,77340,4886,3400,40957,4914,5068,71540
1013160	69540,45256,41244,69545,43101,9993227,2794,73350,39219,40727,2720,63626,68144,69124,69950,73469
1016608	2917,2909,4267,1491,4271,3696,3832,3586,4310,4552,6158,2819,9993235,5858,4882,3761,3243,3017,2919,8424
1032176	4493
1032229	33194,3930,3664,73972,3671,3835,3909,3670,3677,3801,6286,957,3819,3917,43104,46346,4909,74050,74187,939
103462	46410,2810,2069,4298,69285,5961,4753,1491,68080,64279,4557,4280,3053,36240,40847,4312,4719,5065,9994241,9994898
1036520	3990,6283,3991,3983,3987,9994000,8145,4845,39174,3650,6280,3878,3985,2489,3687,3786,3630,4142,3932,2452,6209,4098,32690,3884,3977,4971,3748,5145,4087,999324
1037051	39439,41099,3744,8445,39353,39315,4350,1260,369,65443,2070,40479,40975,1526,157,370,99965733,69285,3936,1703
1038067	277,6400,9994319,35877,75855,69285,38677,1491,9994241,8070,6401,4924,4350,3744,3017,1057,2672,38597,4105,4909
103892	5120,3224,6029,39304,6008,4660,69328,4519,9994652,6399,2793,2794,40086,6017,1010114940,4110,6891,73251,39038,39188,6023,39355
1039358	1323,4924,81377,4350,3748,1826,9994238,8445,75613,6122,5120,39652,37847,4594,35877,4841,8460,41242,2794,66260,39353,99939553,1306,3697,40925,40931,4830,5083,5145
1039791	6187,3243,3604,2819,2800,9993233,3582,3420,2827,4267,2783,3777,2830,1522,6418,38875,1758,2877,3544,3801
104182	65049,7164,41282,6021,12288,4137,1181,39112,2211,8145,70162,6112,4594,4165,4027,1260,2182,2794,40960,7274
1042947	32690,22247,6280,3695,3832,3650,6283,3696,3990,6401,3991,39174,4845,999324,3897,6116,78055,6289,6137,3851
1046488	4422,15968,40434,41237,39765,4416,4420,855,5822,4410,5858,40433,999630,4421,43097,581,1376,4355,4558,726
1047655	4249,4221,1491,4271,4267,4310,68076,73595,5080,581,2820,38875,3277,2800,74167,4826,6313,65070,1062,47489
1051108	4350,39353,8445,2070,75273,3744,1260,39439,99965733,69285,65443,39315,1526,6399,4594,80354,40975,4217,1304,1323
105126	4893,6314,2476,5073,4914,5037,40866,75124,75121,1260,4217,2819,74098,5031,4987,3580,41282,3848,38733,4890
1054960	76473,73574,7279,1486,6029,69285,34779,81419,45267,8455,75800,65056,1251,2350,39934,40507,40882,40946,4227,4733,76760,79304,99980527
1061448	68864,40241,35412,1703,39595,69285,1457,390,39481,64283,73293,73351,78533
1066701	3115,2823,3243,9993233,2819,32764,3128,32756,74027,4890,3490,2892,74859,72532,4355,38801,3618,3372,5010,40504,3162
1070866	81365,4350,8445,41099,39315,80551,2095,69285,6021,65443,75273
1079258	4651,2661,999265,34070,2794,40995,40241,75583,4921,1732,73466,4671,2783,38605,39042,4548,4550,4960,6008,9998077
1083041	1448,33870,4298,3400,64283,69285,1522,4594,6021,999405,12288,9994241,5049,432,39934,1457,1542,4280,40822,40507,34779,1553,1462,814,69223,6295,4165,39150,34104,34100
1085895	40941,74914,4410,1980,4924,390,45973,37847,45972,70162,5060,68871,80354,12485,1828,4027,40995,43127,73198,74114,746
1085997	1522,4298,9994241,36240,34779,69285,6295,4733,9994238,9993621,1462,39619,1457,45267,4003,9994325,38796,4280,99933481,40507
1087277	73284,6021,12288,4594,41260,2384,6012,75550,1799,73285,1260,2793,68779,68576,6112,2794,39038,68438,69341,73453
1090777	3257,2823,2819,3128,3115,32718,2820,39917,9993448,72815,16434,4249,3848,3748,3604,3262,3053,2892,2411,12288,99968067,70355,66320,65697,4444,4416,4410,3575,3420,32756
1096227	40590,40882,69285,40507,64288,38796,73574,9994325,39934,8455,45267,1522,2330,99933481,4900,4280,9998381,6295,4298,4227
1103390	3946,4003,4891,33041,4165,4186,4298,40896,39344,75615,39238,1522,36240,6129,3270,75620,74223,5037,4914,4312,68653,99933481,3400,4027,99933388,4179,1220,40931,69478,9994025
110406	4980,4912,6059,18034,4910,9994894,40895,40847,6208,4975,3607,4978,68102,40032,1260,40472,3936,80354,2819,39189
1107701	3991,8145,6283,3630,4845,4095,3650,6280,3990,6401,3748,3884,3932,80354,9994000,3985,999324,3687,73344,3780
1113224	3674,939,3781,3713,3629,46024,3904,8445,1720,39356,39017,3667,3391,33261,3169,2272,2381,40044,8235,9998077
1117818	67886,1940,2099,2417,38750,73378,38773,2026,65447,12288,999415,78210,74375,69950,4350,39353,3586,2793,2350,1941,1260,39197,2794,2182,1306,1707,68593,4594,41273,2066
1118927	3042,2927,4890,2881,40433,3604,2889,3056,3115,3403,3582,39486,41237,4719,64279,68871,75638,9993231
1122892	6418,4912,18034,4980,40847,6187,6399,1758,2819,3832,41282,4416,4611,5858,6059,6129,6381,8145,9994894,9998362
1123436	9994652,4660,5120,6029,3224,3697,4519,69328,39304,6008,74181,40086,40398,39188,39355,1010114940,73251,1376,6399,65694
1123814	5068,3204,2819,3580,4987,3243,3582,2919,5073,3604,2827,6314,8424,2892,9993235,3545,4890,5037,2830,3372,40433,2889,4893,3020,3586,32718,2820,9993233,68097,40424
112519	6023,2794,5120,40960,9993227,3697,2793,3224,6029,6008,65457,40958,45256,68871,5963,6399,6017,1949,2783,4165
1126597	73574,69285,75800,76473,45267,40507,40882,75210,7277,69046,40590,75910,99933481,78554,34779,68044,43096,40822,38796,4280
1127463	5120,4660,4517,3224,6029,9994652,4519,39304,6008,38801,3860,9993235,4552,2783,3712,4550,999973,1001,8440,74934,69328,76241,6399,39188,4110,2793,4845,4719,4055,40086
1145339	39046,78525,69285,4280,73192,41273,2678,9994319,4231,99933481,4312,39356,39042,45267,4217,41257,41245,40882,4298,3067,73589,38796,2350,73587,68435,68040,40132,32034,9994344,1435
1146192	4350,39353,4594,5929,8445,6021,12288,2070,41260,75273,45972,3744,1260,2384,41318,2411,39439,99965733,69285,1304,6029,5961,4298,40902,40108,32550,2794,2029,65443,39315
1150357	4900,40590,4119,4909,4949,38796,4886,4912,40507,2819,39934,1272,4977,2661,2675,3582,40866,40882,41005,5068
1153909	4350,39353,8445,2070,75273,3744,1260,39439,99965733,69285,65443,39315,1526,6399,4594,80354,40975,4217,1304,1323
1155182	6017,40992,5120,2794,39188,69328,6029,39038,3224,4519,5951,6023,2793,3697,9994652,3616,1010114940,4660,9994597,38773,5822,4350,39989,39355,5963,39304,1731,2081,38750,64279
1156810	4350,39353,8445,2070,75273,3744,1260,39439,99965733,69285,65443,39315,1526,6399,4594,80354,40975,4217,1304,1323
1157340	39046,74092,4312,41273,9994597,2678,69285,4104,76773,75855,66267,4217,2350,4231,41257,40203,39356,4280,74089,66269,39042,40882,4298,3067,73589,38796,43105,99968046,9994344,1435
1161509	6021,8145,12288,4594,6112,38677,5858,3748,43097,12485,4683,45274,2661,5976,5961,3991,41260,45972,78528,78529
1164139	4710,2783,9993235,4555,4552,3860,73365,39200,1266,4542,4533,38807,9994598,32773,4055,4557,4841,5806,69822,73394
116426	4434,4420,4410,4436,1633,40434,855,5858,4422,38677,4416,15968,6183,3624,41237,43097,4355,4421,5867,9994241
1167182	32606,2211,40958,2186,68871,39292,2069,40835,7277,38534,4212,41260,40980,1941,40989,41271,6937,72313,73327,75068
1174717	1254,3459,1676,3475,3456,4594,4823,38677,6133,12288,6021,3873,8286,4367,40295,1260,8445,67689,39353,3744,35412,1578,761,6350,6348,39728,39183,3446,3191,2003
1178252	4909,4896,3644,1584,41005,3304,46366,5024,3904,40424,39486,40504,303,4900,3819,5059,4916,39189,38801,3582
1179513	18034,4912,4980,6059,4910,40847,9994894,4978,40895,38801,4975,1001,8440,74934,3748,76135,4874,40032,40472,4949,77498,40874,4924,6418,4890,65748,3194,3400,5060,6158
118399	4416,4420,4410,40433,40894,41237,15968,41235,4355,855,39765,41253,5822,4422,40434,4367,4434,41275,726,4444
1190690	5120,3224,6891,6029,1010114940,4660,39304,6008,4519,9994652,6399,2793,69328,46409,2794,40086,6017,4110,2783,80354,6393,4861,39038,39188,6023,1731,38756,38822,39488,7306
1194912	36240,73192,99933481,1522,9994238,69285,3400,4161,39934,46405,9994319,38796,4298,4280,4003,80354,41273,6338,39042,40896,39619,45267,82173,73574,70491,2678,1220,2211,41186,46410
1202259	5976,12485,6112,4683,4594,6021,12288,40958,5961,6036,2661,4448,8145,68871,40889,78529,1260,1964,41260,4567
1207234	3851,3696,3832,38801,3690,3957,1001,8440,74934,3748,3687,4971,3695,3990,6283,76135,2446,3630,999324,32690,3884,3650,4142,5086,6280
1210011260	40958,39454,12622,12636,41110,75940,4683,4448,4594,6112,4971,2661,12485,39371,6021,223,6036,1260,78529,73359,5961,68871,3748,74799,74351,68628,6029,6023,4921,46029
1210019730	1799,12288,6021,4594,41260,2661,6112,1260,40818,2384,69826,4567,75550,68871,40889,999270,99,1306,8433,8145,12485,2411,45972,40103,78529,75551,41272
1210045100	73583,9994241,1522,4280,39046,9994344,74092,40606,6295,69285,1457,4733,4602,1486,1462,34779,4227,45267,1598,1478,9994325,40507,38796,1158,34053
1210055740	45256,9993227,73448,73469,43101,2794,41244,2531,69124,6044,40159,73329,69545,6208,69540,45255,6221,2661,4845,2793,68815,39219,73515,5108,6023,5963,65263,78210,40960,65457
1210065590	33007,4350,6029,4594,8445,3224,6021,39353,65443,5961,40960,39439,12288,9994652,4660,3744,2794,2417,1993,64021
